number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
4,2017-06-06T12:52:24Z,2017-06-06T20:18:37Z,2017-06-06T20:18:37Z,1,1,0,wiki.c2.com is a goldmine of information on design patterns and object oriented programming.,3,1
7,2017-06-06T13:29:37Z,2017-06-09T04:17:14Z,2017-06-09T04:17:14Z,1,2,1,The competition was formerly hosted at http://theaigames.com/ but has since migrated over to riddles.io.,2,1
10,2017-06-06T14:46:49Z,2017-06-14T10:29:21Z,2017-06-14T10:29:21Z,1,2,1,"Adds Angular 1 style guide by John Papa (This is the officially endorsed style guide by the Angular team).
Thought this should be added considering how many developers use Angular, and more importantly how many tend to use it in a non-angular way.",2,6
12,2017-06-06T15:32:46Z,2017-06-06T20:34:31Z,2017-06-06T20:34:31Z,1,3,1,As mentioned in  #11.  There are probably others but these are the two I've used...,3,0
14,2017-06-06T15:53:47Z,2017-09-17T14:25:53Z,2017-09-17T14:25:53Z,1,1,0,,3,2
18,2017-06-06T17:06:03Z,,2018-06-25T16:04:56Z,1,2,1,Weekly programming videos.,2,0
19,2017-06-06T17:18:15Z,2017-06-08T05:00:29Z,2017-06-08T05:00:29Z,1,1,0,"Kadenze has a variety of creative programming courses covering topics from Machine Learning (and Tensorflow), Processing, Arduino, audio programming, etc.",2,1
22,2017-06-06T18:52:41Z,2017-06-08T08:24:56Z,2017-06-08T08:24:56Z,1,5,0,Add Cloud 9 and GitHub gist to the online compilers and code sharing section,2,3
25,2017-06-06T20:27:40Z,,2017-06-26T23:50:41Z,1,1,0,,2,2
33,2017-06-06T23:48:20Z,,2019-11-13T09:30:52Z,1,8,17,,2,0
36,2017-06-07T02:21:56Z,2017-06-13T13:00:33Z,2017-06-13T13:00:33Z,1,2,2,,2,1
48,2017-06-07T11:25:47Z,,2018-06-27T15:09:54Z,1,3,0,,2,0
55,2017-06-07T14:49:03Z,,2017-06-20T11:21:27Z,1,1,0,"Not sure I placed it in the proper section but I saw no other good section in the README, might be nice to have a general tools section, or something like that?",3,10
66,2017-06-08T02:50:11Z,2017-06-13T13:11:31Z,2017-06-13T13:11:31Z,1,1,0,Add my programming course on building your own CI pipeline from scratch,3,2
68,2017-06-08T06:00:30Z,,2017-09-24T19:46:27Z,1,1,0,"Very complete with challenges ranging from very easy to incredibly hard.
Multiplayer challenges consists in coding an AI and opposing it to other players AI",2,2
72,2017-06-08T08:45:55Z,2017-06-13T12:59:28Z,2017-06-13T12:59:28Z,1,1,0,A few great videos to watch for web developers.,2,2
73,2017-06-08T11:51:47Z,2017-06-13T13:05:39Z,2017-06-13T13:05:39Z,1,0,1,blog.might.net added twice in Blogs of Developers,2,2
86,2017-06-09T07:33:38Z,2017-07-02T17:03:01Z,2017-07-02T17:03:01Z,1,2,2,Streams from people who is reverse engineer in google,2,1
90,2017-06-09T10:20:06Z,,2020-04-24T12:51:52Z,1,1,0,,2,0
91,2017-06-09T10:20:24Z,2017-06-23T20:26:33Z,2017-06-23T20:26:33Z,1,3,3,"Awesome Compilers is a vertical that I created a couple of weeks ago. It is basically a curated list of awesome resources, learning materials, tools, frameworks, platforms, technologies and source code projects in the field of Compilers, Interpreters and Runtimes.",2,1
96,2017-06-10T03:02:14Z,,2018-08-20T16:50:14Z,1,46,40,Add some Learn AI website that I think that is useful.,2,0
97,2017-06-10T06:34:27Z,2017-06-11T15:50:38Z,2017-06-11T15:50:38Z,1,9,1,"Updated/Added Design Patterns Websites under General Coding advice.
Updated C++ FAQ Websites under 'Sites related to your preferred programming language'.

Signed-off-by: Jos Collin jcollin@redhat.com",2,1
99,2017-06-10T17:14:28Z,2017-06-14T10:27:40Z,2017-06-14T10:27:40Z,1,2,0,,2,1
105,2017-06-11T03:19:08Z,2017-06-12T05:43:44Z,2017-06-12T05:43:44Z,1,1,0,"Added ""Developer Tea"" link to list of podcasts.",2,2
107,2017-06-11T07:40:04Z,2017-06-11T15:53:41Z,2017-06-11T15:53:41Z,1,1,0,,2,0
108,2017-06-11T10:18:29Z,2017-06-13T13:01:35Z,2017-06-13T13:01:35Z,1,4,4,"The youtube links for the documentary, Machine that Changed the World, are not working. So I have added new links for them which I think are correct. Please verify them and approve the changes.",3,2
114,2017-06-11T19:51:43Z,2017-06-12T07:06:54Z,2017-06-12T07:06:54Z,1,2,1,,2,1
115,2017-06-11T20:58:10Z,2017-06-15T16:41:09Z,2017-06-15T16:41:09Z,1,1,1,,1,2
118,2017-06-12T12:39:25Z,2017-06-15T16:48:43Z,2017-06-15T16:48:43Z,1,1,0,,2,1
124,2017-06-13T02:51:47Z,2017-06-15T16:40:37Z,2017-06-15T16:40:37Z,1,1,0,"Added ""full stack radio"" to podcast section",2,1
129,2017-06-13T13:56:01Z,2017-06-14T10:31:25Z,2017-06-14T10:31:25Z,1,1,0,Add the great Software Engineering Daily podcast (https://softwareengineeringdaily.com),2,1
135,2017-06-14T21:58:27Z,2017-06-19T05:49:32Z,2017-06-19T05:49:32Z,1,1,0,,2,0
137,2017-06-15T11:04:34Z,2017-06-16T19:52:01Z,2017-06-16T19:52:01Z,3,52,7,"Disclaimer: The following is a personal contribution, and does not necessarily reflect the views of GitHub, my employer.
A code of conduct is important because it promotes moral behavior, acts as a guideline for ethical decision making, enhances the reputation of an organization, prevents negative legal effects, encourages positive relationships, acts as a reference for solving ethical dilemmas and prevents discrimination or harassment.
Harassment and abuse are significant factors in preventing the entire community of tech companies, user groups, open source projects, and other organizations and events from being truly diverse and welcoming to participation.
Also, a well-written code of conduct clarifies an organization's mission, values and principles, linking them with standards of professional conduct.
This aligns well with this project's inferred mission of helping people becoming better programmers and software professionals.
@sdmg15 as this repository' maintainer, you are setting the example for thousands of other developers. You can contribute to making this community, GitHub, and the world a better place by fostering a welcoming, diverse and inclusive culture! You've got a great power in your hands, but with great power comes a great responsibility 🙂
Thanks for creating this repository, which I personally think has helped (and could continue helping) a lot of people! ❤️",3,2
139,2017-06-15T12:10:12Z,,2020-06-18T17:56:27Z,1,48,43,"Added DataCamp in MOOCs for learning something new
Added Petr Mitrichev Blog in Blogs of Developers
Added Graph Algorithm in Good Articles",2,0
140,2017-06-15T12:57:34Z,2017-06-19T05:48:39Z,2017-06-19T05:48:39Z,1,1,0,The addition of 'devRant.io' to the 'When you get bored from CS related stuff' section.,3,5
141,2017-06-15T18:48:35Z,2018-07-06T04:21:11Z,2018-07-06T04:21:11Z,1,1,0,ref: #120,2,1
144,2017-06-15T23:39:32Z,2017-06-20T19:54:39Z,2017-06-20T19:54:39Z,1,1,0,,3,0
147,2017-06-16T13:54:10Z,,2021-06-25T13:31:30Z,1,2,1,add syncfusion,2,0
148,2017-06-16T14:01:53Z,2017-06-19T05:50:22Z,2017-06-19T05:50:22Z,1,2,1,Added podcast and description.,2,0
