number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
2978,2020-10-09T16:17:30Z,2020-10-11T17:26:07Z,2020-10-11T17:26:07Z,4,14,2,"Signed-off-by: Beta Soft betaxab@gmail.com
Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information
Explanation of your pull request in arbitrary form goes here. Please make sure the description explains the purpose and effect of your pull request and is worded well enough to be understood. Provide as much context and examples as possible.
User-Agent should be added to httpClient to get online configuration.
Use the shadowsocks-windows owns name  ShadowsocksWindows/{UpdateChecker.Version} instand of Web Browser default UA should be better, help online configuration API determine the client type.",4,0
2982,2020-10-11T05:44:56Z,2020-10-11T14:43:29Z,2020-10-11T14:43:30Z,1,9,3,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information

PAC proxied list now only contains domain names from geolocation-!cn without a cn attribute
Closes #2971.
Closes #2974.
Closes #2981.",3,6
2983,2020-10-12T11:16:28Z,2020-10-12T16:37:37Z,2020-10-12T16:37:37Z,24,112,407,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information

Remove StringEx.CS
Update all dependencies
Eliminate all warnings",2,0
2988,2020-10-14T05:34:27Z,2020-10-14T13:24:10Z,2020-10-14T13:24:10Z,11,151,162,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information

Validate geosite group configuration
Reset to default if specified group doesn't exist
Regenerate pac.txt on version update (can be turned off)
Cleanup of Configuration to separate loading logic and processing logic",3,2
2990,2020-10-14T13:39:56Z,2020-10-16T12:41:36Z,2020-10-16T12:41:36Z,14,246,168,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information

Configuration: geositeDirectGroups + geositeProxiedGroups + geositePreferDirect
PAC: rule generation using these new groups + cleanup
Closes #2984
Closes #2987
Related: #2971, #2973, #2974, #2981, v2fly/domain-list-community#235

Notes

The PAC mode now defaults to whitelist mode.
geositeDirectGroups is initialized with cn and geolocation-!cn@cn.
geositeProxiedGroups is initialized with geolocation-!cn.
When geositePreferDirect is false (default), PAC works in whitelist mode. Exception rules are generated from geositeDirectGroups. Unmatched domains goes through the proxy.
When geositePreferDirect is true, PAC works in blacklist mode. Blocking rules are generated from geositeProxiedGroups. Exception rules are generated from geositeDirectGroups. Unmatched domains are connected to directly.
The new default values make sure that:

When in whitelist mode, Chinese domains, including non-Chinese companies' Chinese CDNs, are connected to directly.
When in blacklist mode, only non-Chinese domains goes through the proxy. Chinese domains, as well as non-Chinese companies' Chinese CDNs, are connected to directly.",3,4
2991,2020-10-17T17:17:08Z,2020-10-18T16:22:40Z,2020-10-18T16:22:40Z,49,3422,2352,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information

Infrastructure: use one HttpClient instance throughout the lifecycle
Version update: rewrite the update service and add update prompt window
Server sharing: add copy link button
Dependencies: add ReactiveUI.Events.WPF, ReactiveUI.Fody, ReactiveUI.Validation, WPFLocalizeExtension, MdXaml",3,2
3006,2020-10-25T09:03:56Z,2020-11-11T03:38:24Z,2020-11-11T03:38:24Z,15,1653,419,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information
自用了半年多的 Bouncy Castle 扩展。实现很简单（没用 .NET Core 3 的新 API 优化），不过速度足够超过 NaCl.Core 了。
因为 bc 一堆 internal，所以将需要的基类都放在了 Extensions 目录内。

添加 xchacha20-ietf-poly1305 的 Bouncy Castle 实现，并丢弃原来的 NaCl.Core 实现
aes-cfb 的扩展优化
用 Bouncy Castle 替换原来 NaCl.Core 实现的 chacha20-ietf",2,1
3012,2020-11-01T06:17:04Z,2020-11-02T11:07:26Z,2020-11-02T11:07:26Z,1,15,14,"Searched for similar pull requests
 Compiled the code with Visual Studio
 Require translation update
 Require document update (readme.md, wikipage, etc)

What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information
fixes #3011",3,12
3048,2020-12-16T15:12:58Z,2020-12-23T05:07:14Z,2020-12-23T05:07:14Z,3,6,239,"Please follow the guide below


You will be asked some questions, please read them carefully and answer honestly


Put an x into all the boxes [ ] relevant to your pull request (like that [x])


Use Preview tab to see how your pull request will actually look like


 Searched for similar pull requests


 Compiled the code with Visual Studio


 Require translation update


 Require document update (readme.md, wikipage, etc)


What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information
remove buggy stream cipher and its test",3,4
3388,2023-02-23T16:41:32Z,,2023-12-18T21:53:33Z,1,15,1,"Searched for similar pull requests
 Compiled the code with Visual Studio
 Require translation update
 Require document update (readme.md, wikipage, etc)

What is the purpose of your pull request?

 Bug fix
 Improvement
 New feature


Description of your pull request and other information
#2926
修改语言列表的顺序似乎只会在系统重启后才会更新。",2,0
